日付	感染者数	感染者数(7日間平均)	感染者数(10万人あたり)	感染者数(10万人あたり・7日間平均)	感染者数(累計)	死者数	死者数(7日間平均)	死者数(累計)	重症者数	重症者数(7日間平均)	入院療養中	退院療養解除	退院療養解除(累計)	PCR検査数(自費検査を除く)	PCR検査数(自費検査を含む)
2021/12/2	117	97.29	9.27342331988555E-02	0.539760793234364	1722903	1	1.43	18355	32	41.43	1013	123	1703771	46676	101740
2021/12/3	137	100.71	0.108586238873874	0.558783200044386	1723040	1	1	18356	28	38.29	1000	157	1703928	43827	97584
2021/12/4	116	101.14	9.19416329151046E-02	0.561161000895638	1723156	0	0.86	18356	29	36.29	1012	128	1704056	31907	79144
2021/12/5	103	106	8.16378292263429E-02	0.588109410543169	1723259	0	0.86	18356	29	34.29	1044	73	1704129	13175	47973
2021/12/6	68	105.43	5.38968192950613E-02	0.584939009408165	1723327	1	0.86	18357	28	32.43	1007	100	1704229	50914	74401
2021/12/7	86	107	6.81636244025775E-02	0.593657612529425	1723413	2	1	18359	27	30.14	999	94	1704323	44513	87722
2021/12/8	111	105.43	8.79786314963501E-02	0.584939009408165	1723524	2	1	18361	26	28.43	1019	81	1704404	42266	95480
2021/12/9	163	112	0.129193846251397	0.621398622460707	1723687	2	1.14	18363	27	27.71	1052	107	1704511	46372	108818
2021/12/10	132	111.29	0.104623237455119	0.617435621041952	1723819	1	1.14	18364	25	27.29	1065	142	1704653	48131	107609
2021/12/11	125	112.57	9.90750354688627E-02	0.62456902359571	1723944	1	1.29	18365	25	26.71	1074	103	1704756	34045	85860
2021/12/12	110	113.57	8.71860312125992E-02	0.630117225581967	1724054	0	1.29	18365	26	26.29	1085	100	1704856	14704	51023
2021/12/13	76	114.71	6.02376215650685E-02	0.636458027851974	1724130	1	1.29	18366	27	26.14	1044	117	1704973	50615	73422
2021/12/14	118	119.29	9.35268334826064E-02	0.661821236932003	1724248	1	1.14	18367	27	26.14	1078	96	1705069	45442	85825
2021/12/15	161	126.43	0.127608645683895	0.701451251119548	1724409	1	1	18368	27	26.29	1115	107	1705176	44770	100175
2021/12/16	167	127	0.132364247386401	0.704621652254551	1724576	2	1	18370	26	26.14	1155	117	1705293	47763	104700
2021/12/17	160	131	0.126816045400144	0.726814460199577	1724736	1	1	18371	26	26.29	1214	110	1705403	46858	104038
2021/12/18	172	137.71	0.136327248805155	0.764066673535869	1724908	0	0.86	18371	27	26.57	1257	107	1705510	36342	87361
2021/12/19	162	145.14	0.128401245967646	0.805281888290916	1725070	0	0.86	18371	27	26.71	1325	97	1705607	15282	51736
2021/12/20	107	149.57	8.48082303613465E-02	0.829852497087194	1725177	0	0.71	18371	28	26.86	1348	97	1705704	50289	75285
2021/12/21	192	160.14	0.152179254480173	0.888504918084761	1725369	2	0.86	18373	26	26.71	1386	150	1705854	46495	94299
2021/12/22	226	169.43	0.179127664127704	0.940023936528569	1725595	2	1	18375	28	26.86	1483	89	1705943	48221	107874
2021/12/23	257	182.29	0.203698272923982	1.01135796206615	1725852	3	1.14	18378	34	28	1609	141	1706084	47421	111889
2021/12/24	254	195.71	0.201320472072729	1.08586238873874	1726106	0	1	18378	37	29.57	1754	116	1706200	45550	112438
2021/12/25	260	208.29	0.206076073775234	1.15561121370881	1726366	1	1.14	18379	38	31.14	1880	126	1706326	38698	101862
2021/12/26	236	218.86	0.187053666965213	1.21426363470638	1726602	0	1.14	18379	44	33.57	1995	142	1706468	19661	69789
2021/12/27	168	227.57	0.133156847670151	1.26261225201519	1726770	0	1.14	18379	46	36.14	1975	202	1706670	51718	87830
2021/12/28	293	242	0.232231883139014	1.34266488067403	1727063	2	1.14	18381	49	39.43	2064	179	1706849	48051	107042
2021/12/29	363	261.57	0.287713903001577	1.4512511195479	1727426	4	1.43	18385	46	42	2222	185	1707034	40654	106850
2021/12/30	411	283.57	0.325758716621621	1.57331156324554	1727837	0	1	18385	49	44.14	2509	159	1707193	28932	85528
2021/12/31	391	303.14	0.309906710946603	1.68189780211941	1728228	0	1	18385	51	46.14	2781	148	1707341	22757	74387
2022/1/1	427	327	0.338496396943674	1.81431812528785	1728655	0	0.86	18385	53	48.29	3048	168	1707509	17702	49790
2022/1/2	441	356.29	0.349594639466417	1.97685909778906	1729096	2	1.14	18387	52	49.43	3328	170	1707679	21175	38862
2022/1/3	674	428.57	0.534301104309219	2.37800335442812	1729770	1	1.29	18388	54	50.57	3792	181	1707860	26600	39092
2022/1/4	1140	549.57	0.903714033994821	3.04948550528393	1730910	1	1.14	18389	60	52.14	4628	176	1708036	68965	93531
2022/1/5	2359	834.71	1.87005386508226	4.63182546736462	1733269	1	0.71	18390	64	54.71	6619	220	1708256	81884	131568
2022/1/6	4020	1350.29	3.18678106724489	7.49284781798789	1737289	0	0.71	18390	91	60.71	10020	346	1708602	82271	144029
2022/1/7	5844	2129.29	4.63272352163661	11.8156646286779	1743133	2	1	18392	89	66.14	15149	368	1708970	91637	161052
2022/1/8	7761	3177	6.15239001564369	17.6295582473779	1750894	2	1.29	18394	90	71.43	22051	431	1709401	78249	139069
2022/1/9	7973	4253	6.32044911670237	23.6004127246139	1758867	1	1.14	18395	90	76.86	29210	637	1710038	45306	94076
2022/1/10	6229	5046.57	4.93792519101205	28.0040368113167	1765096	2	1.29	18397	100	83.43	34797	657	1710695	46451	84717
2022/1/11	6690	5839.43	5.30337446265382	32.4036972399757	1771786	2	1.43	18399	105	89.86	40673	946	1711641	125896	178113
2022/1/12	12052	7224.14	9.55400134886454	40.087644723758	1783838	5	2	18404	125	98.57	50273	1196	1712837	140868	210271
2022/1/13	17754	9186.14	14.0741569820562	50.9750206385692	1801592	2	2.29	18406	221	117.14	64605	2195	1715032	149437	236200
2022/1/14	21087	11363.71	16.7163314340779	63.0586285510105	1822679	10	3.43	18416	233	137.71	81748	3474	1718506	164268	255239
2022/1/15	22595	13482.86	17.9117707000991	74.8180092354659	1845274	6	4	18422	235	158.43	99772	3486	1721992	139611	212263
2022/1/16	26706	16159	21.1706903437418	89.6682504625054	1871980	2	4.14	18424	243	180.29	116869	8431	1730423	74199	134251
2022/1/17	23195	18582.71	18.3874096653595	103.117734936853	1895175	2	4.14	18426	261	203.29	134320	7195	1737618	181710	230294
2022/1/18	29762	21878.71	23.593278140135	121.407638614334	1924937	10	5.29	18436	281	228.43	154291	7414	1745032	208895	272100
2022/1/19	39734	25833.29	31.4983977427633	143.352035008233	1964671	13	6.43	18449	287	251.57	183162	8284	1753316	219008	307422
2022/1/20	44457	29648	35.2424691309717	164.520347157148	2009128	12	7.86	18461	404	277.71	216960	9553	1762869	234299	332458
2022/1/21	49399	33692.57	39.1601487415001	186.964164464571	2058527	9	7.71	18470	424	305	252786	12906	1775775	237668	338421
2022/1/22	54034	38183.86	42.834459748137	211.886853512608	2112561	12	8.57	18482	430	332.86	290671	15358	1791133	199896	291807
2022/1/23	48235	41259.43	38.2374091488949	228.953572317761	2160796	16	10.57	18498	439	360.86	322100	17109	1808242	96043	166520
2022/1/24	47051	44667.43	37.2988149241143	247.864977576516	2207847	17	12.71	18515	444	387	344062	24801	1833043	243462	300543
2022/1/25	60823	49104.71	48.2163146400587	272.48801407644	2268670	36	16.43	18551	470	414	375697	25430	1858473	255882	328517
2022/1/26	69620	53374.14	55.1899746023854	296.179590936062	2338290	40	20.29	18591	537	449.71	415806	27556	1886029	258411	360109
2022/1/27	73785	57563.86	58.4917017529016	319.428823557992	2412075	43	24.71	18634	697	491.57	459980	27115	1913144	252154	363785
2022/1/28	80916	62066.29	64.1446708550218	344.413345671514	2492991	44	29.71	18678	734	535.86	503133	39899	1953043	260302	371225
2022/1/29	82065	66070.71	65.0555194734956	366.634405396872	2575056	44	34.29	18722	767	584	539357	44461	1997504	203710	297702
2022/1/30	84939	71314.14	67.333830117093	395.730826365071	2659995	35	37	18757	783	633.14	580342	41139	2038643	96320	170643
2022/1/31	61089	73319.57	48.4271812479909	406.859192688947	2721084	28	38.57	18785	804	684.57	595410	51171	2089814	241668	297294
2022/2/1	80127	76077.29	63.5192056157044	422.162083664593	2801211	79	44.71	18864	886	744	620913	48277	2138091	246012	324749
2022/2/2	93273	79456.29	73.9404553445604	440.912564406768	2894484	78	50.14	18942	911	797.43	662065	50744	2188835	236443	344753
2022/2/3	102941	83621.43	81.6045845381235	464.02544719199	2997425	90	56.86	19032	1042	846.71	713372	50594	2239429	234868	343775
2022/2/4	94342	85539.43	74.7878854343328	474.668661771301	3091767	92	63.71	19124	1099	898.86	739198	68093	2307522	242249	357348
2022/2/5	105738	88921.29	83.8218548478459	493.434997145651	3197505	127	75.57	19251	1134	951.29	778808	70401	2377923	191867	293028
2022/2/6	92800	90044.29	73.5654932936135	499.666660322171	3290305	67	80.14	19318	1143	1002.71	799891	65517	2443440	83543	166538
2022/2/7	71653	91553.43	56.8015979630095	508.04107703719	3361958	122	93.57	19440	1141	1050.86	803176	75213	2518653	228178	286994
2022/2/8	95900	93806.71	76.0229612807924	520.544832702278	3457858	141	102.43	19581	1212	1097.43	818933	74190	2592843	231572	322264
2022/2/9	97893	94466.71	77.6028753770658	524.207252734783	3555751	157	113.71	19738	1270	1148.71	836905	74448	2667291	228161	345840
2022/2/10	100031	94051	79.2977355566104	521.90040375327	3655782	177	126.14	19915	1340	1191.29	861630	77507	2744798	225941	357763
2022/2/11	98123	94591.14	77.7852036470823	524.89772196602	3753905	144	133.57	20059	1352	1227.43	872594	92296	2837094	128939	250191
2022/2/12	67460	89122.86	53.4776743274479	494.553541445622	3821365	146	136.29	20205	1366	1260.57	868621	74224	2911318	167749	256875
2022/2/13	80179	87319.86	63.5604276593603	484.548475811368	3901544	157	149.14	20362	1393	1296.29	855217	90959	3002277	78094	143714
2022/2/14	63524	86158.57	50.3574827153395	478.104360563698	3965068	136	151.14	20498	1403	1333.71	838231	87115	3089392	195037	249097
2022/2/15	79859	83867	63.3067535445547	465.388152827461	4044927	212	161.29	20710	1444	1366.86	832443	80886	3170278	214585	303680
2022/2/16	90477	82807.57	71.7239777664468	459.509255216842	4135404	255	175.29	20965	1469	1395.29	838051	81463	3251741	204578	320570
2022/2/17	95538	82165.71	75.7359924384186	455.94751209865	4230942	245	185	21210	1482	1415.57	839753	90850	3342591	207051	330336
2022/2/18	92879	81416.57	73.6281190907061	451.790427542274	4323821	238	198.43	21448	1480	1433.86	838264	104173	3446764	203236	322834
2022/2/19	77108	82794.86	61.1259488888356	459.438702103662	4400929	205	206.86	21653	1477	1449.71	829097	84347	3531111	180451	283923
2022/2/20	72796	81740.14	57.7076901918307	453.585964636132	4473725	187	211.14	21840	1495	1464.29	827330	72867	3603978	73097	156597
2022/2/21	55846	80643.29	44.2708894232235	447.499371344016	4529571	181	217.57	22021	1504	1478.71	803669	85372	3689350	184492	238647
2022/2/22	66325	78709.86	52.5779239514969	436.770541750958	4595896	277	226.86	22298	1489	1485.14	782369	84453	3773803	191472	282660
2022/2/23	77761	76893.29	61.6436026293607	426.690166613872	4673657	265	228.29	22563	1474	1485.86	783151	71914	3845717	109102	230571
2022/2/24	65587	72614.57	51.9928880242266	402.94706219968	4739244	230	226.14	22793	1503	1488.86	762066	90057	3935774	181664	293999
2022/2/25	65149	68653.14	51.6456715795865	380.96461468856	4804393	257	228.86	23050	1507	1492.71	738662	91469	4027243	195497	304468
2022/2/26	69604	67581.14	55.1772908966452	375.01595669637	4873997	261	236.86	23311	1482	1493.43	728605	76582	4103825	152725	256919
2022/2/27	65223	66499.29	51.7043337186352	369.012600223175	4939220	180	235.86	23491	1461	1488.57	716006	75556	4179381	75539	161752
2022/2/28	55167	66402.29	43.7326246608704	368.474335460822	4994387	191	237.29	23682	1456	1481.71	703137	74252	4253633	185628	238691
2022/3/1	61812	65757.57	49.0003262011297	364.896737710454	5056199	234	231.14	23916	1452	1476.43	681938	80176	4333809	176308	262052
2022/3/2	71515	64865.29	56.6922010009996	359.945336082093	5127714	236	227	24152	1418	1468.43	675315	74852	4408661	171149	283750
2022/3/3	70895	65623.57	56.2007074035639	364.15315546143	5198609	258	231	24410	1419	1456.43	664940	79537	4488198	166759	284312
2022/3/4	64268	65497.71	50.9472750322624	363.454758914106	5262877	257	231	24667	1399	1441	655063	79620	4567818	159581	276406
2022/3/5	63449	64618.43	50.2980278446819	358.575495862143	5326326	186	220.29	24853	1362	1423.86	642761	73728	4641546	144916	241798
2022/3/6	55356	63208.86	43.8824509349274	350.753613078435	5381682	147	215.57	25000	1354	1408.57	638444	59124	4700670	60643	137545
2022/3/7	40511	61115.14	32.1143502027756	339.135338620341	5422193	115	204.71	25115	1348	1393.14	611330	72425	4773095	156634	206454
2022/3/8	49346	59334.29	39.1181339662354	329.253146385446	5471539	233	204.57	25348	1321	1374.43	592755	65044	4838139	169298	256074
2022/3/9	62700	58075	49.7042718697151	322.265217254162	5534239	206	200.29	25554	1322	1360.71	590488	61568	4899707	170205	282801
2022/3/10	62754	56912	49.7470793765886	315.811589227186	5596993	212	193.71	25766	1252	1336.86	592736	59931	4959638	164552	282097
2022/3/11	56485	55800.14	44.7774449212258	309.64175911615	5653478	165	180.57	25931	1204	1309	578501	75563	5035201	163282	276550
2022/3/12	54670	54546	43.338637051313	302.682368322781	5708148	169	178.14	26100	1175	1282.29	570129	60916	5096117	144471	243850
2022/3/13	51923	54055.57	41.161003322029	299.960920709883	5760071	125	175	26225	1175	1256.71	561661	59945	5156062	60145	133897
2022/3/14	35752	53375.71	28.3417404766516	296.188310983759	5795823	108	174	26333	1170	1231.29	542272	59497	5215559	153387	206505
2022/3/15	46931	53030.71	37.2036871310622	294.273864148585	5842754	182	166.71	26515	1140	1205.43	529120	57383	5272942	162683	246320
2022/3/16	56483	52142.57	44.7758594580083	289.345451736878	5899237	158	159.86	26673	1090	1172.29	522454	59890	5332832	159183	268980
2022/3/17	55074	51045.43	43.658900621255	283.257272981545	5954311	165	153.14	26838	991	1135	521174	56780	5389612	150729	267800
2022/3/18	49172	50000.71	38.9801986663099	277.460026726629	6003483	157	152	26995	983	1103.43	515459	58566	5448178	147353	264208
2022/3/19	45633	48709.71	36.1747215028821	270.296111178198	6049116	127	146	27122	955	1072	503950	56268	5504446	122716	217317
2022/3/20	40112	47022.43	31.7980502908774	260.933158147047	6089228	76	139	27198	951	1040	492387	51115	5555561	57139	130182
2022/3/21	29543	46135.43	23.4196699178149	256.01108758821	6118771	57	131.71	27255	937	1006.71	471374	51918	5607479	48663	91792
2022/3/22	21357	42482	16.9303689684451	235.737769425593	6140128	72	116	27327	916	974.71	445129	51259	5658738	138801	205391
2022/3/23	36512	39629	28.9442164993148	219.906126466899	6176640	112	109.43	27439	891	946.29	420521	56886	5715624	163833	265008
2022/3/24	48956	38755	38.8089686388162	215.05619448446	6225596	130	104.43	27569	733	909.43	424988	42069	5757693	154425	285087
2022/3/25	48157	38610	38.175576083411	214.251571901562	6273753	116	98.57	27685	707	870	413879	60695	5818388	152185	266968
2022/3/26	46942	38797	37.2124071787587	215.289257577438	6320695	98	94.43	27783	694	832.71	409000	49940	5868328	113160	211007
2022/3/27	43437	39272	34.433882890029	217.92509017659	6364132	68	93.29	27851	691	795.57	410207	42334	5910662	53919	128238
2022/3/28	32775	39733.71	25.9817784773511	220.487198736126	6396907	64	94.29	27915	673	757.86	402061	44554	5955216	137481	188327
2022/3/29	41385	42594.86	32.8071976288383	236.364027396519	6438292	82	95.71	27997	655	720.57	400896	40219	5995435	142046	222590
2022/3/30	52669	44903	41.7523811021695	249.172191999374	6490961	97	93.57	28094	627	682.86	410636	39748	6035183	142308	241340
2022/3/31	47929	44756.29	37.9948332766121	248.35805663717	6538890	87	87.43	28181	533	654.29	422681	34854	6070037	134964	219832
2022/4/1	53430	45509.57	42.3556498564415	252.5381304102	6592320	103	85.57	28284	518	627.29	439509	39267	6109304	125380	202667
2022/4/2	47255	45554.29	37.4605321723028	252.786255403744	6639575	48	78.43	28332	510	601	444365	42292	6151596	96942	167914
2022/4/3	48129	46224.57	38.1533795983655	256.505752112081	6687704	38	74.14	28370	505	574.43	451289	38651	6190247	46886	104881
2022/4/4	33708	46357.86	26.7213970683311	257.245370703061	6721412	41	70.86	28411	508	550.86	441490	42234	6232481	131894	160534
2022/4/5	42225	46477.86	33.4730921802029	257.911265254425	6763637	60	67.71	28471	508	529.86	447295	40439	6272920	134024	196466
2022/4/6	54033	46672.71	42.8336670165282	258.992551168784	6817670	69	63.71	28540	494	510.86	455293	42519	6315439	133552	223059
2022/4/7	54949	47675.57	43.5598091701591	264.557527062331	6872619	72	61.57	28612	484	503.86	469458	40180	6355619	131294	225558
2022/4/8	52018	47473.86	41.2363128248619	263.438190030752	6924637	62	55.71	28674	489	499.71	472706	52772	6408391	136971	227523
2022/4/9	52068	48161.43	41.2759494053003	267.253607263749	6976705	56	56.86	28730	484	496	477055	45805	6454196	104358	192682
2022/4/10	47757	48108.29	37.8584834399041	266.958711105288	7024462	38	56.86	28768	465	490.29	483377	41389	6495585	52048	123480
2022/4/11	33036	48012.29	26.1886814272394	266.425995464196	7057498	37	56.29	28805	467	484.43	484087	36655	6532240	148468	188633
2022/4/12	51252	49301.86	40.6290804125461	273.581983696539	7108750	44	54	28849	468	478.71	486325	44611	6576851	149691	228223
2022/4/13	56633	49673.29	44.8947691993234	275.643085879334	7165383	60	52.71	28909	231	441.14	488519	50796	6627647	149317	256229
2022/4/14	56244	49858.29	44.5863966035129	276.669673312688	7221627	59	50.86	28968	230	404.86	501065	40018	6667665	140514	255572
2022/4/15	50236	49603.71	39.8236650980384	275.257025585865	7271863	61	50.71	29029	222	366.71	497209	55929	6723594	137802	246281
2022/4/16	46954	48873.14	37.2219199580639	271.202996138628	7318817	47	49.43	29076	219	328.86	493422	47284	6770878	107341	206133
2022/4/17	39810	47737.86	31.5586453450297	264.903158043754	7358627	31	48.43	29107	222	294.14	486915	44207	6815085	47658	123096
2022/4/18	28188	47045.29	22.3455185879351	261.059995204449	7386815	26	46.86	29133	213	257.86	473672	45037	6860122	137098	176707
2022/4/19	37579	45092	29.7900611258696	250.220975917773	7424394	53	48.14	29186	214	221.57	460612	45001	6905123	145385	223931
2022/4/20	47403	43773.43	37.5778564504004	242.90406316885	7471797	49	46.57	29235	202	217.43	453329	65079	6970202	139258	243254
2022/4/21	47343	42501.86	37.5302925538744	235.847959119211	7519140	50	45.29	29285	207	214.14	455408	42271	7012473	136891	246963
2022/4/22	42752	41432.71	33.8908617380233	229.915155759196	7561892	56	44.57	29341	203	211.43	451035	50345	7062818	134800	235332
2022/4/23	43661	40962.29	34.6114547703929	227.304690571525	7605553	27	41.71	29368	195	208	434325	57239	7120057	107926	204371
2022/4/24	38371	40756.71	30.4179045600134	226.163949786509	7643924	24	40.71	29392	191	203.57	427444	43322	7163379	50005	127540
2022/4/25	28434	40791.86	22.5405305636919	226.358961762266	7672358	36	42.14	29428	200	201.71	413638	44368	7207747	140155	185044
2022/4/26	37201	40737.86	29.4904085777555	226.059309214152	7709559	58	42.86	29486	183	197.29	405799	40140	7247887	141067	225837
2022/4/27	45719	40497.29	36.2428964212361	224.724349184987	7755278	65	45.14	29551	174	193.29	403437	55945	7303832	131630	257474
2022/4/28	42250	39769.71	33.4929104704221	220.686967101535	7797528	39	43.57	29590	173	188.43	407875	36857	7340689	119208	243544
2022/4/29	36350	38855.14	28.8157939786945	215.611899342206	7833878	44	41.86	29634	171	183.86	400739	46281	7386970	60659	176762
2022/4/30	26181	36358	20.7545062491389	201.754950820952	7860059	19	40.71	29653	165	179.57	391279	36436	7423406	85557	176207
2022/5/1	25350	34497.86	20.0957462822532	191.432792543192	7885409	32	41.86	29685	164	175.71	375218	40088	7463494	44824	115314
2022/5/2	23111	33737.43	18.3208202102231	187.213082189724	7908520	30	41	29715	160	170	357519	38360	7501854	102694	131238
2022/5/3	27014	32282.14	21.4148516792422	179.13752529121	7935534	52	40.14	29767	174	168.71	347707	33358	7535212	60497	104560
2022/5/4	26672	29561.14	21.1437374690437	164.038366339018	7962206	25	34.43	29792	166	167.57	335590	46249	7581461	41666	80774
2022/5/5	21302	26568.57	16.8867687299629	147.432224598559	7983508	18	31.43	29810	170	167.14	324009	32664	7614125	42290	74923
2022/5/6	23534	24737.71	18.6561456807317	137.272576300596	8007042	35	30.14	29845	165	166.29	305548	48481	7662606	119859	150599
2022/5/7	34608	25941.57	27.4348555162217	143.952925567678	8041650	24	30.86	29869	159	165.43	297044	37979	7700585	117852	162984
2022/5/8	40819	28151.43	32.3585115382759	156.215690823701	8082469	28	30.29	29897	163	165.29	303068	30739	7731324	50622	87861
2022/5/9	33522	29638.71	26.5739489891003	164.468819602578	8115991	30	30.29	29927	158	165	301546	36390	7767714	134281	166410
2022/5/10	38926	31340.43	30.8578706028793	173.911838526216	8154917	51	30.14	29978	163	163.43	307647	29826	7797540	138107	194439
2022/5/11	45647	34051.14	36.1858197454049	188.953920802577	8200564	41	32.43	30019	159	162.43	304814	50617	7848157	129362	203643
2022/5/12	42294	37050	33.5277906612078	205.594942733822	8242858	39	35.43	30058	156	160.43	318635	26130	7874287	133144	209110
2022/5/13	39163	39282.71	31.0457479941572	217.984545047247	8282021	31	34.86	30089	153	158.71	327917	33801	7908088	131396	200367
2022/5/14	38550	39845.86	30.5598035179828	221.109493049008	8320571	34	36.29	30123	139	155.86	338725	26735	7934823	103218	165055
2022/5/15	34732	38976.29	27.5331542357089	216.284135746441	8355303	22	35.43	30145	134	151.71	344529	27961	7962784	45197	84938
2022/5/16	26226	37934	20.7901791715335	210.500365928874	8381529	28	35.14	30173	127	147.29	336262	35741	7998525	129175	163393
2022/5/17	33632	37177.71	26.6611494660647	206.30364479206	8415161	33	32.57	30206	125	141.86	330474	35673	8034198	129294	183691
2022/5/18	41444	36577.29	32.8539687937556	202.97179384041	8456605	52	34.14	30258	110	134.86	330661	45429	8079627	127682	187514
2022/5/19	38755	36071.71	30.7223134977801	200.166316676983	8495360	36	33.71	30294	106	127.71	335298	34083	8113710	117350	174418
2022/5/20	38912	36035.86	30.8467723603565	199.967341043182	8534272	44	35.57	30338	101	120.29	333603	43305	8157015	126700	173674
2022/5/21	34894	35513.57	27.6615767563292	197.069114281528	8569166	37	36	30375	92	113.57	330466	35831	8192846	91773	136319
2022/5/22	31146	35001.29	24.690418686669	194.226378732489	8600312	16	35.14	30391	96	108.14	327375	32862	8225708	41670	74640
2022/5/23	22802	34512.14	18.0758661431139	191.512065704069	8623114	30	35.43	30421	100	104.29	317479	35072	8260780	122127	152426
2022/5/24	29434	33912.43	23.3332621724593	188.184178410464	8652548	32	35.29	30453	103	101.14	308939	34934	8295714	123793	179202
2022/5/25	34795	32962.57	27.5830963270612	182.913305943769	8687343	49	34.86	30502	95	99	307145	40385	8336099	125368	195839
2022/5/26	31464	31921	24.942507338257	177.133499784246	8718807	40	35.43	30542	90	96.71	303773	34274	8370373	113122	186762
2022/5/27	28247	30397.43	22.3922897528524	168.679017176742	8747054	39	34.71	30581	81	93.86	292640	42018	8412391	108367	176072
2022/5/28	24817	28957.86	19.6732203347802	160.690660755193	8771871	39	35	30620	88	93.29	282427	34393	8446784	82339	138504
2022/5/29	20698	27465.29	16.4079588382674	152.408200906791	8792569	22	35.86	30642	90	92.43	272052	31216	8478000	33862	66933
2022/5/30	18545	26857.14	14.7012076845912	149.033542448269	8811114	24	35	30666	93	91.43	254004	34153	8512153	104697	131599
2022/5/31	19863	25489.86	15.7460279449466	141.446308220756	8830977	36	35.57	30702	95	90.29	239830	31492	8543645	105965	150631
2022/6/1	22548	23740.29	17.874512314487	131.737724208182	8853525	35	33.57	30737	92	89.86	228426	38046	8581691	97412	142054
2022/6/2	20533	22178.71	16.2771581228207	123.072374992746	8874058	24	31.29	30761	86	89.29	221486	26506	8608197	95783	137899
2022/6/3	19544	20935.43	15.4931465617498	116.173231801643	8893602	35	30.71	30796	84	89.71	210630	32859	8641056	91973	128460
2022/6/4	16613	19763.43	13.1696502164526	109.669661683315	8910215	23	28.43	30819	77	88.14	199558	27152	8668208	67732	102552
2022/6/5	16120	19109.43	12.7788335333303	106.040536378378	8926335	17	27.71	30836	75	86	190716	24273	8692481	32162	60192
2022/6/6	11338	18079.86	8.98799098020463	100.327319673992	8937673	21	27.29	30857	76	83.57	178595	24426	8716907	94441	121018
2022/6/7	15506	17457.43	12.2920963255471	96.8733880545922	8953179	24	25.57	30881	79	81.29	171307	20901	8737808	94552	141479
2022/6/8	18268	16846	14.4816210289626	93.4804967690678	8971447	21	23.57	30902	77	79.14	166582	24755	8762563	93961	153975
2022/6/9	17182	16367.29	13.6207145018412	90.8240531480882	8988629	26	23.86	30928	77	77.86	164924	18444	8781007	91693	154944
2022/6/10	15780	15829.57	12.5093047863494	87.8402113726878	9004409	22	22	30950	69	75.71	157737	24603	8805610	88177	141511
2022/6/11	14672	15552.29	11.6309581638351	86.3015193200703	9019081	13	20.57	30963	66	74.14	152169	19343	8824953	68487	114451
2022/6/12	13116	15123.14	10.397467780593	83.9201535673331	9032197	12	19.86	30975	61	72.14	148346	16410	8841363	29454	61766
2022/6/13	10193	14959.57	8.08031328816597	83.0124758752944	9042390	19	19.57	30994	61	70	140633	18556	8859919	88739	118106
2022/6/14	14017	14746.86	11.1117189600925	81.8320985098398	9056407	25	19.71	31019	53	66.29	136050	17182	8877101	92083	141361
2022/6/15	16543	14500.43	13.1141590038389	80.464636484716	9072950	28	20.71	31047	44	61.57	135807	18513	8895614	92097	149752
2022/6/16	15780	14300.14	12.5093047863494	79.3532267692242	9088730	17	19.43	31064	40	56.29	136016	14771	8910385	86544	142591
2022/6/17	14766	14155.29	11.7054749350592	78.549396917934	9103496	23	19.57	31087	39	52	133129	18683	8929068	87955	131906
2022/6/18	13732	14021	10.8857904515938	77.8042292056927	9117228	20	20.57	31107	41	48.43	130743	15689	8944757	64116	101833
2022/6/19	12867	13985.43	10.20007761001	77.6068390351096	9130095	9	20.14	31116	41	45.57	129980	13104	8957861	29695	56877
2022/6/20	10189	13984.86	8.0771423617309	77.6036681086745	9140284	13	19.29	31129	34	41.71	125106	15367	8973228	89538	116093
2022/6/21	13989	13980.86	11.089522475047	77.581471623629	9154273	12	17.43	31141	36	39.29	123900	13646	8986874	88823	135007
2022/6/22	17145	14066.86	13.5913834323168	78.058696052107	9171418	20	16.29	31161	38	38.43	126845	16020	9002894	93386	154665
2022/6/23	16770	14208.29	13.2941090790291	78.8435003447867	9188188	14	15.86	31175	36	37.86	129960	14907	9017801	89426	151803
2022/6/24	16045	14391	12.7193786626727	79.8574040724002	9204233	16	14.86	31191	36	37.43	130451	14461	9032262	86673	140771
2022/6/25	15654	14665.57	12.4094206036447	81.3810342244511	9219887	9	13.29	31200	40	37.29	131314	14010	9046272	66750	115233
2022/6/26	13747	14791.29	10.8976814257253	82.0786380401664	9233634	10	13.43	31210	45	37.86	132495	12203	9058475	30297	63106
2022/6/27	11975	15046.43	9.49296101498945	83.494456693425	9245609	13	13.43	31223	46	39.57	130069	14622	9073097	90914	122834
2022/6/28	17692	15575.43	14.0250076223126	86.4299418406906	9263301	15	13.86	31238	50	41.57	132220	13731	9086828	95093	140175
2022/6/29	22898	16397.29	18.1519683775556	90.9905267859294	9286199	20	13.86	31258	52	43.57	140219	16536	9103364	93259	146614
2022/6/30	23495	17358	18.6252291479897	96.32164685489	9309694	15	14	31273	52	45.86	149887	12342	9115706	87447	137215
2022/7/1	23100	18365.86	18.3121001625266	101.914368354744	9332794	16	14	31289	55	48.57	157437	15642	9131348	89926	123631
2022/7/2	23309	19459.43	18.477781068759	107.982728819858	9356103	11	14.29	31300	61	51.57	164545	14888	9146236	65277	82270
2022/7/3	22124	20656.14	17.5383941123697	114.623441506503	9378227	8	14	31308	62	54	171958	13881	9160117	31293	45314
